01. Centro;016. Sol;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;"3.643,06";0;"3.698,16";"140,86";0;"140,2";100;0;"101,51";"4.184,44";0;"4.157,79";"145,58";0;"141,2";100;0;"99,36";"5.035,6";0;"5.129,22";"155,81";0;"158,71";100;0;"101,86";"5.293,1";0;"5.308,95";"157,27";0;"152,85";100;0;"100,3";"9.215,34";0;"9.249,31";"264,69";0;"258,94";100;0;"100,37";"5.113,98";0;"5.124,68";"140,43";0;"140,45";100;0;"100,21";"5.054,5";0;"5.085,19";"129,59";0;"128,22";100;0;"100,61";"5.687,75";0;"5.727,2";"140,08";0;"140,49";100;0;"100,69";"7.043,79";0;"7.181,43";"155,61";0;"158,03";100;0;"101,95";"7.696,61";0;"7.726,49";"145,61";0;"144,86";100;0;"100,39"
02. Arganzuela;02. Arganzuela;"3.770,95";"3.472,37";"3.825,39";"100,66";"99,78";"99,11";100;"92,08";"101,44";"4.214,07";"4.638,29";"3.723,54";"118,93";"138,73";"100,99";100;"110,07";"88,36";"3.918,01";"4.406,9";"3.204,93";"119,42";"134,32";"97,69";100;"112,48";"81,8";"3.508,03";"3.902,82";"3.232,48";"108,11";"120,28";"99,62";100;"111,25";"92,15";"3.313,51";"3.819,99";"2.956,91";"107,56";124;"95,98";100;124;"95,98";"2.886,48";"3.315,61";"2.596,59";"110,45";"126,87";"99,35";100;"114,87";"89,96";"2.344,66";"2.731,49";"2.209,19";"99,85";"116,32";"94,08";100;"116,5";"94,22";"2.306,09";"2.486,4";"2.153,38";"98,49";"106,19";"91,97";100;"107,82";"93,38";"2.239,4";"2.413,26";"2.196,69";"66,39";"71,38";"2.196,69";100;"107,76";"98,09";"2.692,43";"2.852,51";"2.656,92";"104,1";"120,21";"100,73";100;"105,95";"98,68";"3.060,83";"2.940,8";"3.082,67";"106,49";"114,88";"104,69";100;"96,08";"100,71";"3.693,97";"3.670,25";"3.698,09";"114,3";"113,56";"114,43";100;"99,36";"100,11";"3.927,78";"3.659,78";"3.970,19";"116,7";"125,61";"114,31";100;"93,18";"101,08";"4.214,21";"4.436,33";"3.997,83";"121,04";"139,66";"111,92";100;"105,27";"94,87";"4.210,73";"4.948,77";"3.894,94";"115,63";"137,02";"106,75";100;"117,53";"92,5";"4.489,71";"5.226,05";"4.363,57";"115,11";"147,28";"110,02";100;"116,4";"97,19";"4.556,68";"5.462,83";"4.462,14";"112,22";"137,35";"109,46";100;"119,89";"97,93";"5.406,62";"6.073,48";"4.837,52";"119,44";"136,71";"106,45";100;"112,33";"89,47";"6.086,21";"6.776,24";"5.648,69";"115,14";"134,41";"105,91";100;"111,34";"92,81"
02. Arganzuela;021. Imperial;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;"2.617,55";"2.420,22";"2.681,34";"101,21";"101,99";"101,65";100;"92,46";"102,44";"2.879,02";"2.820,64";"2.894,76";"100,16";"110,18";"98,31";100;"97,97";"100,55";"3.380,81";3.320;"3.402,02";"104,61";"102,73";"105,27";100;"98,2";"100,63";"3.791,71";"3.434,16";"3.866,36";"112,66";"117,87";"111,32";100;"90,57";"101,97";"3.325,56";"2.697,19";"3.812,72";"95,52";"84,91";"106,74";100;"81,1";"114,65";"3.561,44";"3.174,58";"3.837,21";"97,8";"87,89";"105,17";100;"89,14";"107,74";"3.953,99";"3.683,57";"4.062,56";"101,37";"103,81";"102,43";100;"93,16";"102,75";"4.351,64";0;"4.348,05";"107,17";0;"106,66";100;0;"99,92";"5.720,86";"5.980,87";"4.779,25";"126,38";"134,63";"105,17";100;"104,54";"83,54";"5.855,12";"6.010,51";"5.776,45";"110,77";"119,22";"108,3";100;"102,65";"98,66"
02. Arganzuela;022. Acacias;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;"2.588,66";0;"2.555,01";"100,09";0;"96,86";100;0;"98,7";"3.373,74";0;"3.440,48";"117,38";0;"116,84";100;0;"101,98";"3.940,92";0;"3.810,39";"121,94";0;"117,9";100;0;"96,69";"4.646,78";0;"4.498,48";"138,07";0;"129,52";100;0;"96,81";"4.276,75";"4.033,5";"4.425,4";"122,84";"126,98";"123,89";100;"94,31";"103,48";"4.195,41";4.054;"4.233,28";"115,21";"112,24";"116,02";100;"96,63";"100,9";"5.292,83";"6.968,75";"4.360,66";"135,7";"196,39";"109,95";100;"131,66";"82,39";"4.699,92";0;"4.653,8";"115,75";0;"114,16";100;0;"99,02";"4.860,58";0;"4.822,66";"107,38";0;"106,13";100;0;"99,22";"5.736,45";0;"5.740,58";"108,53";0;"107,63";100;0;"100,07"
02. Arganzuela;023. Chopera;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;"2.599,86";"2.607,54";"2.597,23";"100,52";"109,89";"98,46";100;"100,3";"99,9";"2.872,11";"2.680,5";"2.952,32";"99,92";"104,71";"100,26";100;"93,33";"102,79";"3.429,29";"3.375,07";"3.449,53";"106,11";"104,43";"106,74";100;"98,42";"100,59";"3.643,17";0;"3.706,9";"108,25";0;"106,73";100;0;"101,75";"3.830,66";0;"3.843,18";"110,03";0;"107,59";100;0;"100,33";"3.553,34";0;3.551;"97,58";0;"97,32";100;0;"99,93";"4.207,17";0;"4.198,35";"107,87";0;"105,86";100;0;"99,79";"4.173,01";0;"4.175,28";"102,77";0;"102,42";100;0;"100,05";"4.608,71";"5.871,14";"4.461,43";"101,81";"132,16";"98,18";100;"127,39";"96,8";"5.473,88";0;"5.468,01";"103,56";0;"102,52";100;0;"99,89"
02. Arganzuela;024. Legazpi;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;"3.171,36";"3.107,32";"3.233,35";"122,62";"130,95";"122,58";100;"97,98";"101,95";"3.629,01";"3.508,32";"3.691,77";"126,26";"137,04";"125,37";100;"96,67";"101,73";"4.166,91";"3.974,54";"4.208,88";"128,93";"122,98";"130,23";100;"95,38";"101,01";"4.608,48";0;"4.572,26";"136,93";0;"131,64";100;0;"99,21";"5.493,48";"5.996,37";"4.400,98";"157,79";"188,77";"123,21";100;"109,15";"80,11";"4.375,25";"5.013,52";"4.276,1";"120,15";"138,81";"117,19";100;"114,59";"97,73";"4.768,29";"4.533,8";"4.815,98";"122,25";"127,77";"121,43";100;"95,08";101;"5.137,8";"6.423,07";"4.541,91";"126,54";"161,49";"111,41";100;"125,02";"88,4";"5.125,54";"5.201,42";"5.106,08";"113,23";"117,08";"112,36";100;"101,48";"99,62";"7.113,37";"9.387,42";"5.888,88";"134,58";"186,2";"110,41";100;"131,97";"82,79"
02. Arganzuela;025. Delicias;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;"2.822,36";"3.037,74";"2.774,2";"109,13";"128,02";"105,17";100;"107,63";"98,29";"3.225,75";"3.378,65";"3.209,92";"112,23";"131,98";"109,01";100;"104,74";"99,51";"3.645,75";"3.610,01";"3.648,51";"112,81";"111,7";"112,89";100;"99,02";"100,08";"3.845,47";"3.297,97";"4.016,56";"114,26";"113,19";"115,64";100;"85,76";"104,45";"4.516,38";"4.880,35";"3.763,85";"129,72";"153,64";"105,37";100;"108,06";"83,34";"3.898,72";"4.604,14";"3.783,23";"107,06";"127,47";"103,69";100;"118,09";"97,04";"4.376,4";"3.735,83";"4.418,29";"112,2";"105,28";"111,4";100;"85,36";"100,96";"4.338,14";0;"4.354,17";"106,84";0;"106,81";100;0;"100,37";"4.743,7";0;"4.750,23";"104,79";0;"104,53";100;0;"100,14";"5.426,01";0;"5.499,92";"102,65";0;"103,12";100;0;"101,36"
02. Arganzuela;026. Palos de la Frontera;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;"2.527,35";0;"2.516,86";"97,72";0;"95,42";100;0;"99,58";"2.869,62";"2.410,15";"2.895,43";"99,84";"94,15";"98,33";100;"83,99";"100,9";"3.811,33";"4.585,78";"3.766,91";"117,93";"141,89";"116,56";100;"120,32";"98,83";"3.862,74";"4.491,46";"3.817,67";"114,77";"154,16";"109,92";100;"116,28";"98,83";"4.074,57";0;"4.114,66";"117,03";0;"115,19";100;0;"100,98";"3.945,48";0;"3.906,33";"108,35";0;"107,06";100;0;"99,01";"4.359,85";"4.811,79";"4.322,7";"111,78";"135,61";"108,99";100;"110,37";"99,15";"4.640,72";"4.764,36";"4.633,47";"114,29";"119,79";"113,66";100;"102,66";"99,84";"5.090,81";"4.995,88";"5.113,68";"112,46";"112,45";"112,53";100;"98,14";"100,45";"5.784,65";"6.056,86";"5.679,48";"109,44";"120,14";"106,49";100;"104,71";"98,18"
02. Arganzuela;027. Atocha;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;100;0;0;"4.168,55";"4.178,45";0;"119,73";"131,54";0;100;"3,78";0;"5.742,49";"5.759,73";0;"157,69";"159,47";0;100;"4,38";0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;100;0;0;"6.501,6";"6.500,68";0;"143,63";"146,33";0;100;"3,23";0;"6.810,36";"6.828,78";0;"128,84";"135,45";0;100;"2,56";0
03. Retiro;03. Retiro;4.371;"5.019,77";"4.356,67";"116,68";"144,25";"112,87";100;"114,84";"99,67";"4.231,51";"3.806,9";"4.234,75";"119,42";"113,86";"114,85";100;"89,97";"100,08";"3.908,82";"3.990,07";"3.904,08";"119,14";"121,62";119;100;"102,08";"99,88";"3.929,06";"6.244,32";"3.921,34";"121,09";"192,44";"120,85";100;"158,93";"99,8";"3.662,02";"3.652,05";"3.662,31";"118,87";"118,55";"118,88";100;"118,55";"118,88";"3.296,95";"3.462,71";"3.289,66";"126,15";"132,5";"125,87";100;"105,03";"99,78";"3.000,11";"3.070,59";"2.986,39";"127,76";"130,76";"127,18";100;"102,35";"99,54";"2.928,8";"2.403,48";"3.016,59";"125,08";"102,65";"128,83";100;"82,06";103;"3.151,86";"2.490,86";"3.172,64";"93,44";"73,67";"3.172,64";100;"79,03";"100,66";"3.254,71";"3.136,56";"3.255,69";"125,84";"132,18";"123,43";100;"96,37";"100,03";"3.784,14";"3.230,83";"3.840,03";"131,65";"126,2";"130,41";100;"85,38";"101,48";"4.444,42";"3.989,25";"4.457,96";"137,52";"123,44";"137,94";100;"89,76";"100,3";"4.864,84";"4.174,88";"4.939,81";"144,54";"143,29";"142,22";100;"85,82";"101,54";"4.759,56";"4.831,67";"4.757,93";"136,71";"152,11";"133,2";100;"101,52";"99,97";"4.818,16";"4.956,86";"4.816,68";"132,31";"137,24";"132,01";100;"102,88";"99,97";"5.284,27";"3.898,17";"5.301,46";"135,48";"109,86";"133,67";100;"73,77";"100,33";"5.501,02";"4.344,75";"5.504,72";"135,48";"109,24";"135,03";100;"78,98";"100,07";"6.278,37";"6.538,36";"6.274,77";"138,7";"147,17";"138,08";100;"104,14";"99,94";"7.469,32";"6.097,59";"7.476,18";"141,31";"120,95";"140,17";100;"81,64";"100,09"
03. Retiro;031. Pacífico;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;"2.863,16";0;"2.864,12";"110,7";0;"108,58";100;0;"100,03";"3.257,04";0;"3.249,32";"113,32";0;"110,35";100;0;"99,76";"3.938,3";0;"3.932,71";"121,86";0;"121,69";100;0;"99,86";"4.269,03";0;"4.275,14";"126,84";0;"123,09";100;0;"100,14";"4.113,3";0;"4.117,88";"118,14";0;"115,28";100;0;"100,11";"4.172,72";0;"4.172,72";"114,59";0;"114,36";100;0;100;"4.390,07";0;"4.426,7";"112,55";0;"111,61";100;0;"100,83";"4.756,3";0;"4.760,98";"117,14";0;"116,79";100;0;"100,1";"5.105,6";0;"5.084,24";"112,79";0;"111,88";100;0;"99,58";"6.286,22";0;"6.287,24";"118,93";0;"117,88";100;0;"100,02"
03. Retiro;032. Adelfas;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;"2.899,86";0;"2.895,68";"112,12";0;"109,78";100;0;"99,86";"3.176,69";"3.158,99";"3.190,93";"110,52";"123,4";"108,36";100;"99,44";"100,45";"3.807,3";0;"3.795,86";"117,81";0;"117,45";100;0;"99,7";"4.540,71";"4.185,33";"4.729,86";"134,91";"143,65";"136,18";100;"92,17";"104,17";"4.258,4";0;"4.272,23";"122,31";0;"119,6";100;0;"100,32";"4.465,68";0;"4.442,03";"122,63";0;"121,74";100;0;"99,47";"4.381,49";0;"4.366,89";"112,33";0;"110,11";100;0;"99,67";"4.412,55";0;"4.412,55";"108,67";0;"108,24";100;0;100;"4.851,81";0;"4.796,94";"107,18";0;"105,56";100;0;"98,87";"5.741,86";0;"5.741,25";"108,63";0;"107,64";100;0;"99,99"
03. Retiro;033. Estrella;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;"2.852,84";0;"2.841,38";"110,31";0;"107,72";100;0;"99,6";"3.243,35";0;"3.243,35";"112,84";0;"110,14";100;0;100;"3.721,52";0;"3.721,52";"115,15";0;"115,15";100;0;100;"4.076,81";0;"4.076,81";"121,13";0;"117,38";100;0;100;"4.010,22";0;"4.010,22";"115,18";0;"112,27";100;0;100;"4.008,15";0;"4.008,15";"110,07";0;"109,85";100;0;100;"4.760,98";0;"4.760,98";"122,06";0;"120,04";100;0;100;"4.446,83";0;"4.443,46";"109,52";0;109;100;0;"99,92";"5.225,07";0;"5.202,67";"115,43";0;"114,49";100;0;"99,57";"6.590,79";0;"6.593,42";"124,69";0;"123,62";100;0;"100,04"
03. Retiro;034. Ibiza;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;"3.829,53";0;"3.829,53";"148,07";0;"145,18";100;0;100;"4.400,61";0;"4.424,15";"153,1";0;"150,24";100;0;"100,53";"5.001,62";"3.893,6";"5.114,85";"154,76";"120,48";"158,26";100;"77,85";"102,26";"5.469,24";0;"5.469,24";"162,5";0;"157,47";100;0;100;"5.508,11";0;"5.460,11";"158,21";0;"152,86";100;0;"99,13";"5.556,97";0;"5.563,91";"152,6";0;"152,49";100;0;"100,12";"6.060,71";0;"6.058,41";"155,39";0;"152,75";100;0;"99,96";"6.694,29";0;"6.694,29";"164,87";0;"164,21";100;0;100;"7.528,5";0;"7.527,93";"166,31";0;"165,66";100;0;"99,99";"9.264,05";0;"9.264,05";"175,27";0;"173,69";100;0;100
03. Retiro;035. Los Jerónimos;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;"4.203,64";0;"4.203,64";"162,53";0;"159,36";100;0;100;"5.147,76";0;"5.147,76";"179,1";0;"174,82";100;0;100;"6.004,08";0;"6.004,08";"185,78";0;"185,78";100;0;100;"6.715,19";0;"6.715,19";"199,52";0;"193,34";100;0;100;"6.653,21";0;"6.653,21";"191,1";0;"186,26";100;0;100;"6.623,76";0;"6.623,76";"181,89";0;"181,54";100;0;100;"7.904,28";0;"7.904,28";"202,65";0;"199,3";100;0;100;"7.785,27";0;"7.785,27";"191,74";0;"190,98";100;0;100;"9.382,2";0;"9.382,2";"207,27";0;"206,46";100;0;100;"9.950,49";0;"9.950,49";"188,25";0;"186,56";100;0;100
03. Retiro;036. Niño Jesús;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;"3.840,13";0;"3.840,13";"148,48";0;"145,58";100;0;100;"4.320,89";0;"4.322,93";"150,33";0;"146,81";100;0;"100,05";"4.922,28";0;"4.922,28";"152,3";0;"152,3";100;0;100;"5.524,82";0;"5.524,82";"164,15";0;"159,07";100;0;100;"5.080,49";0;"5.080,49";"145,92";0;"142,23";100;0;100;"5.415,86";0;"5.415,86";"148,72";0;"148,43";100;0;100;"5.894,47";0;"5.894,47";"151,12";0;"148,62";100;0;100;"5.875,44";0;"5.875,44";"144,7";0;"144,13";100;0;100;"6.534,45";0;"6.534,45";"144,35";0;"143,8";100;0;100;"7.639,04";0;"7.639,04";"144,52";0;"143,23";100;0;100
04. Salamanca;04. Salamanca;"5.229,72";"6.366,51";"5.160,97";"139,6";"182,95";"133,71";100;"121,74";"98,69";"4.961,8";"7.198,79";"4.909,77";"140,03";"215,31";"133,16";100;"145,08";"98,95";"4.602,84";"8.580,42";"4.346,08";"140,3";"261,53";"132,47";100;"186,42";"94,42";"4.602,69";"7.751,3";"4.376,65";"141,85";"238,89";"134,88";100;"168,41";"95,09";"4.513,73";"7.438,12";"4.379,86";"146,52";"241,45";"142,18";100;"241,45";"142,18";"3.857,07";"7.639,85";"3.708,73";"147,59";"292,33";"141,91";100;"198,07";"96,15";"3.633,39";"5.803,76";"3.538,17";"154,73";"247,15";"150,67";100;"159,73";"97,38";"3.564,52";"6.325,7";"3.501,54";"152,24";"270,16";"149,55";100;"177,46";"98,23";"3.734,45";"6.522,46";"3.702,66";"110,71";"192,92";"3.702,66";100;"174,66";"99,15";"4.169,05";"7.172,33";"4.146,18";"161,2";"302,26";"157,18";100;"172,04";"99,45";"4.816,71";"8.663,68";"4.807,21";"167,58";"338,43";"163,25";100;"179,87";"99,8";"5.400,24";"5.674,82";"5.398,93";"167,09";"175,59";"167,05";100;"105,08";"99,98";"5.857,87";"8.797,76";"5.740,36";"174,05";"301,96";"165,27";100;"150,19";"97,99";"5.511,9";"6.073,42";"5.478,56";"158,31";"191,2";"153,37";100;"110,19";"99,4";"5.737,17";"7.041,06";"5.646,55";"157,55";"194,95";"154,75";100;"122,73";"98,42";"6.496,29";"7.229,34";"6.462,96";"166,55";"203,74";"162,95";100;"111,28";"99,49";"7.332,4";"6.445,97";"7.375,47";"180,58";"162,07";"180,92";100;"87,91";"100,59";"7.749,88";"7.063,08";"7.764,63";"171,21";"158,99";"170,87";100;"91,14";"100,19";"9.405,91";"10.506,99";"9.391,19";"177,95";"208,41";"176,08";100;"111,71";"99,84"
04. Salamanca;041. Recoletos;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;"5.929,7";0;"5.894,08";"229,27";0;"223,45";100;0;"99,4";"7.017,47";0;"6.978,3";"244,14";0;"236,98";100;0;"99,44";"7.555,48";0;"7.522,17";"233,78";0;"232,75";100;0;"99,56";"8.553,75";0;"8.553,75";"254,15";0;"246,27";100;0;100;"8.254,5";0;"8.257,73";"237,09";0;"231,18";100;0;"100,04";"8.348,93";"10.105,74";"8.142,25";"229,27";"279,8";"223,15";100;"121,04";"97,52";"10.436,44";0;"10.241,25";"267,57";0;"258,22";100;0;"98,13";"11.905,33";0;"11.856,01";"293,21";0;"290,83";100;0;"99,59";"12.389,95";0;"12.398,17";"273,71";0;"272,83";100;0;"100,07";"14.108,83";0;"14.032,44";"266,92";0;"263,1";100;0;"99,46"
04. Salamanca;042. Goya;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;"3.974,29";0;"3.974,29";"153,67";0;"150,67";100;0;100;"4.936,58";0;"4.932,84";"171,75";0;"167,52";100;0;"99,92";"5.569,25";0;"5.569,25";"172,32";0;"172,32";100;0;100;"5.895,89";0;"5.879,9";"175,18";0;"169,29";100;0;"99,73";"5.587,62";0;"5.587,62";"160,49";0;"156,43";100;0;100;"5.994,11";0;"5.906,87";"164,6";0;"161,89";100;0;"98,54";"6.682,47";"8.314,04";"6.594,37";"171,33";"234,31";"166,27";100;"124,42";"98,68";"7.497,63";0;"7.492,21";"184,65";0;"183,79";100;0;"99,93";"7.581,47";0;"7.586,64";"167,48";0;"166,95";100;0;"100,07";"9.638,66";0;"9.634,29";"182,35";0;"180,63";100;0;"99,95"
04. Salamanca;043. Fuente del Berro;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;"3.411,84";0;"3.411,84";"131,92";0;"129,35";100;0;100;"3.878,9";0;"3.878,9";"134,95";0;"131,73";100;0;100;"4.724,5";0;"4.724,5";"146,19";0;"146,19";100;0;100;"4.797,72";0;"4.797,72";"142,55";0;"138,13";100;0;100;"4.734,29";0;"4.734,29";"135,98";0;"132,54";100;0;100;"5.028,14";0;"5.003,64";"138,08";0;"137,13";100;0;"99,51";"5.330,23";0;"5.331,44";"136,66";0;"134,42";100;0;"100,02";"5.701,33";0;"5.701,06";"140,41";0;"139,85";100;0;100;"5.975,19";0;"5.923,79";132;0;"130,36";100;0;"99,14";"7.598,53";0;"7.593,89";"143,76";0;"142,38";100;0;"99,94"
04. Salamanca;044. Guindalera;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;"3.068,7";0;"3.062,03";"118,65";0;"116,08";100;0;"99,78";"3.485,92";0;"3.485,92";"121,28";0;"118,38";100;0;100;"4.075,49";0;"4.078,31";"126,1";0;"126,19";100;0;"100,07";"4.573,78";"4.636,36";"4.570,75";"135,9";"159,13";"131,6";100;"101,37";"99,93";"4.669,41";"5.155,97";"4.597,02";"134,12";"162,32";"128,7";100;"110,42";"98,45";"4.568,96";"6.125,54";"4.353,06";"125,47";"169,6";"119,3";100;"134,07";"95,27";"4.823,96";"4.338,06";"4.867,19";"123,68";"122,25";"122,72";100;"89,93";"100,9";"5.305,78";"5.329,9";"5.302,14";"130,67";"134,01";"130,06";100;"100,45";"99,93";"5.657,4";"6.349,46";"5.620,33";"124,98";"142,92";"123,68";100;"112,23";"99,34";"6.722,25";"8.817,69";"6.651,67";"127,18";"174,9";"124,71";100;"131,17";"98,95"
04. Salamanca;045. Lista;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;"3.941,14";0;"3.941,14";"152,38";0;"149,41";100;0;100;"4.984,37";0;"4.984,37";"173,41";0;"169,27";100;0;100;"5.511,5";0;"5.504,62";"170,54";0;"170,32";100;0;"99,88";"6.030,55";0;"5.934,33";"179,18";0;"170,86";100;0;"98,4";"6.095,97";0;"6.064,18";"175,09";0;"169,77";100;0;"99,48";"5.691,87";0;"5.693,35";"156,3";0;"156,04";100;0;"100,03";"6.229,51";0;"6.229,63";"159,71";0;"157,07";100;0;100;"7.426,62";0;"7.421,46";"182,91";0;"182,05";100;0;"99,93";"8.087,78";0;"8.087,78";"178,67";0;"177,98";100;0;100;"10.066,56";0;"10.045,62";"190,45";0;"188,35";100;0;"99,79"
